learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00335,C00256,enroll,176,2025-09-10
L00321,C00127,enroll,54,2026-04-28
L00617,C00397,like,234,2026-05-04
L00381,C00286,enroll,86,2026-07-19
L00824,C00015,add_to_wishlist,191,2026-04-11
L00689,C00278,skip,156,2026-02-22
L00162,C00500,enroll,151,2026-05-14
L00590,C00470,enroll,6,2026-02-23
L00978,C00254,add_to_wishlist,22,2026-05-27
L00691,C00418,enroll,137,2025-10-30
L00024,C00181,add_to_wishlist,71,2026-06-28
L00707,C00193,add_to_wishlist,1,2026-02-16
L00091,C00005,enroll,167,2025-10-09
L00381,C00147,enroll,153,2025-09-23
L00591,C00014,complete,238,2025-11-14
L00854,C00123,add_to_wishlist,17,2026-01-29
L00456,C00417,add_to_wishlist,65,2026-07-12
L00227,C00149,like,117,2026-04-13
L00764,C00022,complete,39,2025-09-13
L00399,C00320,enroll,177,2026-06-19
L00421,C00057,complete,177,2026-02-22
L00229,C00397,skip,41,2026-01-21
L00608,C00453,skip,219,2026-03-26
L00872,C00457,complete,38,2025-11-05
L00343,C00032,complete,108,2026-07-29
L00418,C00088,complete,137,2026-04-07
L00237,C00417,enroll,133,2026-08-27
L00405,C00003,skip,115,2026-07-26
L00096,C00333,like,185,2025-12-17
L00527,C00436,skip,177,2025-12-20
L00774,C00433,like,44,2025-12-17
L00932,C00001,like,2,2026-02-02
L00186,C00138,add_to_wishlist,106,2025-10-31
L00062,C00052,add_to_wishlist,136,2026-07-04
L00377,C00067,like,123,2026-07-26
L00241,C00150,like,203,2026-07-10
L00290,C00013,skip,187,2026-08-25
L00279,C00148,add_to_wishlist,154,2025-10-23
L00622,C00298,enroll,139,2025-11-03
L00370,C00055,enroll,152,2026-05-19
L00206,C00469,complete,125,2026-01-21
L00129,C00374,enroll,118,2025-09-21
L00447,C00191,complete,118,2026-05-19
L00758,C00101,add_to_wishlist,82,2026-07-21
L00622,C00315,like,153,2026-07-15
L00848,C00181,complete,128,2025-10-01
L00023,C00105,like,139,2025-09-16
L00857,C00031,complete,238,2025-11-14
L00342,C00226,add_to_wishlist,78,2026-01-28
L00803,C00263,enroll,123,2025-09-17
L00796,C00204,like,86,2026-03-20
L00218,C00182,like,209,2026-05-25
L00923,C00005,enroll,148,2025-12-05
L00738,C00177,skip,191,2026-04-27
L00732,C00337,like,118,2025-12-07
L00920,C00179,add_to_wishlist,37,2025-10-02
L00129,C00435,enroll,226,2026-08-01
L00832,C00265,like,139,2026-09-01
L00243,C00289,enroll,240,2026-02-14
L00530,C00208,enroll,101,2026-08-02
L00852,C00394,like,84,2026-07-23
L00977,C00232,like,74,2026-02-07
L00775,C00450,skip,90,2026-01-15
L00743,C00090,complete,79,2026-07-01
L00045,C00190,add_to_wishlist,47,2026-07-07
L00240,C00343,like,70,2026-03-02
L00724,C00104,enroll,89,2026-07-21
L00257,C00265,skip,222,2026-02-21
L00271,C00469,add_to_wishlist,208,2026-07-14
L00859,C00409,complete,104,2026-06-02
L00469,C00061,skip,59,2026-08-29
L00206,C00233,enroll,52,2025-12-14
L00786,C00330,like,88,2026-01-01
L00906,C00477,add_to_wishlist,187,2026-03-05
L00746,C00480,like,155,2025-11-27
L00184,C00197,add_to_wishlist,137,2025-10-05
L00418,C00282,complete,136,2026-09-01
L00545,C00315,skip,132,2025-09-16
L00525,C00166,enroll,139,2025-12-11
L00469,C00268,like,156,2026-02-15
L00980,C00310,add_to_wishlist,109,2025-09-17
L00824,C00025,skip,106,2025-11-28
L00953,C00139,add_to_wishlist,21,2026-08-09
L00661,C00180,add_to_wishlist,73,2026-05-24
L00216,C00079,skip,150,2026-03-19
L00017,C00345,complete,5,2025-09-09
L00567,C00043,like,95,2025-12-10
L00157,C00315,like,59,2026-07-16
L00744,C00086,enroll,157,2025-09-16
L00426,C00217,like,13,2026-01-20
L00653,C00240,like,36,2025-11-12
L00747,C00280,enroll,215,2025-11-24
L00847,C00119,add_to_wishlist,143,2025-11-30
L00057,C00075,enroll,2,2025-11-26
L00753,C00090,complete,55,2025-12-28
L00401,C00143,enroll,131,2026-03-16
L00838,C00487,skip,181,2026-06-13
L00855,C00258,add_to_wishlist,14,2025-10-30
L00367,C00253,like,54,2026-03-31
L00300,C00199,complete,131,2026-05-14
L00435,C00042,like,204,2026-08-27
L00453,C00101,like,70,2025-10-14
L00036,C00237,skip,139,2026-01-05
L00800,C00304,complete,176,2025-11-23
L00460,C00355,like,8,2026-07-30
L00604,C00236,skip,17,2025-12-02
L00647,C00354,skip,3,2025-11-29
L00265,C00455,complete,133,2026-03-13
L00636,C00072,complete,168,2026-01-19
L00663,C00074,skip,59,2026-01-07
L00338,C00192,complete,89,2026-04-09
L00326,C00461,add_to_wishlist,182,2025-12-13
L00802,C00010,complete,208,2026-01-30
L00539,C00176,enroll,175,2026-07-23
L00015,C00488,enroll,174,2026-05-14
L00997,C00298,add_to_wishlist,38,2026-02-16
L00534,C00108,enroll,239,2026-01-06
L00432,C00391,like,132,2025-09-28
L00182,C00227,like,167,2025-10-22
L00953,C00204,skip,4,2026-02-10
L00913,C00462,complete,31,2026-02-24
L00820,C00448,like,156,2026-01-22
L00928,C00040,enroll,196,2026-07-15
L00861,C00063,enroll,13,2026-08-10
L00068,C00423,add_to_wishlist,230,2025-12-06
L00356,C00364,enroll,182,2026-08-01
L00073,C00015,enroll,135,2026-05-26
L00543,C00427,skip,75,2026-03-09
L00932,C00252,add_to_wishlist,123,2026-08-12
L00119,C00081,enroll,206,2026-01-06
L00540,C00098,enroll,181,2026-04-12
L00002,C00382,complete,25,2025-09-05
L00236,C00343,skip,47,2025-12-24
L00957,C00048,add_to_wishlist,58,2026-07-07
L00211,C00205,add_to_wishlist,214,2026-06-28
L00087,C00356,add_to_wishlist,153,2025-09-12
L00135,C00035,skip,79,2025-10-13
L00962,C00227,like,44,2026-03-02
L00163,C00396,add_to_wishlist,81,2026-05-12
L00205,C00062,enroll,105,2026-02-16
L00093,C00204,complete,160,2026-08-28
L00028,C00378,add_to_wishlist,235,2026-01-19
L00444,C00382,enroll,219,2026-06-30
L00732,C00094,add_to_wishlist,189,2025-10-27
L00510,C00109,enroll,204,2026-04-20
L00044,C00042,enroll,15,2026-04-24
L00816,C00263,like,239,2026-02-10
L00781,C00040,skip,46,2026-03-05
L00965,C00194,complete,80,2026-03-18
L00078,C00193,add_to_wishlist,118,2026-06-10
L00415,C00406,complete,60,2025-12-18
L00487,C00093,skip,102,2026-04-08
L00255,C00211,enroll,52,2026-06-21
L00338,C00069,like,153,2026-02-14
L00236,C00309,complete,26,2026-05-11
L00128,C00049,skip,39,2026-02-24
L00438,C00326,enroll,77,2026-05-04
L00608,C00044,like,84,2026-05-19
L00918,C00309,skip,160,2026-05-30
L00863,C00394,enroll,128,2026-03-14
L00689,C00190,like,136,2026-04-06
L00817,C00361,enroll,220,2026-01-11
L00995,C00172,like,11,2026-08-17
L00421,C00167,skip,52,2025-12-30
L00886,C00207,like,10,2026-07-06
L00617,C00384,skip,79,2026-01-13
L00601,C00423,enroll,65,2025-12-29
L00706,C00409,add_to_wishlist,61,2026-04-17
L00905,C00040,like,117,2026-06-15
L00872,C00166,enroll,174,2026-05-25
L00419,C00380,enroll,197,2026-07-20
L00559,C00049,skip,36,2026-04-02
L00012,C00144,add_to_wishlist,146,2026-08-15
L00604,C00127,complete,52,2025-12-12
L00373,C00098,like,3,2025-09-24
L00847,C00073,like,19,2026-08-02
L00814,C00402,complete,212,2025-10-22
L00582,C00401,enroll,85,2026-01-17
L00630,C00211,add_to_wishlist,234,2025-11-30
L00644,C00278,enroll,14,2025-12-04
L00395,C00393,skip,213,2025-11-15
L00237,C00239,enroll,170,2026-02-21
L00157,C00208,like,25,2026-04-05
L00598,C00138,skip,70,2026-04-19
L00963,C00499,skip,167,2026-02-19
L00941,C00109,enroll,155,2025-11-15
L00437,C00071,enroll,49,2026-04-28
L00040,C00389,like,101,2026-05-11
L00935,C00408,add_to_wishlist,15,2025-09-17
L00803,C00022,enroll,194,2026-03-08
L00702,C00073,skip,114,2026-05-06
L00639,C00013,complete,113,2026-06-14
L00425,C00172,enroll,114,2026-03-15
L00547,C00250,skip,90,2026-02-12
L00855,C00068,complete,147,2026-02-22
L00371,C00044,complete,206,2026-04-27
L00366,C00457,like,158,2025-10-22
L00027,C00160,add_to_wishlist,95,2025-09-10
L00894,C00052,add_to_wishlist,170,2025-10-05
L00876,C00141,complete,225,2026-05-13
L00186,C00025,add_to_wishlist,88,2025-09-26
L00841,C00380,add_to_wishlist,103,2026-08-20
L00660,C00279,skip,177,2026-07-14
L00591,C00390,enroll,174,2025-12-26
L00669,C00410,like,72,2025-12-14
L00834,C00190,complete,36,2026-04-01
L00378,C00216,enroll,1,2026-09-04
L00396,C00409,enroll,59,2025-12-08
L00913,C00274,like,61,2026-05-09
L00793,C00408,complete,56,2025-10-30
L00062,C00378,add_to_wishlist,230,2025-11-14
L00755,C00479,add_to_wishlist,46,2025-10-08
L00923,C00271,skip,76,2025-10-04
L00598,C00410,complete,77,2025-12-21
L00121,C00324,complete,117,2026-04-27
L00564,C00052,add_to_wishlist,180,2026-07-08
L00113,C00253,like,204,2025-10-30
L00659,C00309,complete,98,2026-01-19
L00017,C00240,add_to_wishlist,167,2026-01-26
L00866,C00187,add_to_wishlist,8,2026-07-12
L00383,C00251,like,121,2025-11-07
L00781,C00137,add_to_wishlist,82,2026-02-05
L00278,C00005,complete,151,2025-10-11
L00694,C00363,like,188,2025-12-31
L00597,C00132,complete,163,2025-10-12
L00009,C00248,enroll,232,2025-09-20
L00041,C00054,complete,192,2026-03-10
L00103,C00065,complete,197,2026-04-19
L00241,C00454,enroll,199,2026-07-21
L00265,C00466,add_to_wishlist,167,2026-01-23
L00677,C00484,enroll,144,2026-06-18
L00912,C00241,complete,33,2026-04-09
L00239,C00080,like,41,2026-07-06
L00010,C00198,like,240,2026-04-06
L00170,C00001,skip,212,2026-03-14
L00045,C00339,add_to_wishlist,146,2025-12-23
L00826,C00280,like,168,2026-03-29
L00742,C00161,complete,104,2026-07-02
L00709,C00148,complete,60,2026-01-01
L00895,C00214,complete,80,2025-10-22
L00891,C00246,like,26,2026-07-02
L00998,C00171,skip,68,2025-09-22
L00348,C00175,skip,107,2026-05-28
L00332,C00082,add_to_wishlist,143,2025-10-18
L00798,C00227,enroll,133,2026-01-04
L00237,C00489,skip,149,2026-01-12
L00808,C00058,complete,239,2025-11-16
L00556,C00377,add_to_wishlist,228,2026-07-26
L00760,C00226,like,107,2025-09-12
L00486,C00383,like,81,2025-12-16
L00107,C00014,add_to_wishlist,144,2025-09-11
L00798,C00188,skip,197,2026-06-21
L00022,C00025,skip,133,2026-03-02
L00577,C00100,enroll,163,2026-01-03
L00710,C00464,complete,92,2025-12-04
L00151,C00008,like,190,2026-06-02
L00106,C00420,skip,232,2025-10-05
L00296,C00423,add_to_wishlist,214,2025-09-11
L00080,C00234,skip,71,2025-10-29
L00623,C00391,like,196,2026-09-04
L00158,C00011,skip,14,2025-10-02
L00958,C00474,like,126,2025-12-16
L00657,C00380,like,32,2026-07-08
L00539,C00482,skip,51,2025-09-25
L00546,C00196,complete,51,2025-12-30
L00710,C00308,enroll,123,2026-03-25
L00443,C00253,add_to_wishlist,193,2025-12-12
L00004,C00051,skip,159,2025-09-29
L00672,C00453,like,191,2026-01-05
L00881,C00342,skip,119,2026-04-12
L00002,C00462,enroll,189,2026-02-11
L00883,C00414,skip,199,2026-06-20
L00769,C00140,enroll,30,2025-10-27
L00215,C00015,enroll,111,2025-09-18
L00990,C00481,like,196,2026-02-14
L00228,C00280,skip,81,2026-05-25
L00458,C00379,like,10,2026-06-14
L00565,C00420,add_to_wishlist,6,2025-12-04
L00628,C00271,enroll,135,2026-04-21
L00271,C00073,add_to_wishlist,52,2026-05-17
L00597,C00391,enroll,213,2026-03-12
L00653,C00113,skip,130,2026-03-02
L00026,C00011,add_to_wishlist,224,2025-12-13
L00873,C00377,add_to_wishlist,87,2025-11-17
L00939,C00007,skip,59,2025-09-25
L00639,C00344,skip,185,2025-12-22
L00422,C00023,like,147,2025-10-06
L00429,C00409,complete,13,2025-09-12
L00401,C00071,like,237,2025-09-25
L00827,C00301,complete,179,2026-05-17
L00345,C00277,add_to_wishlist,16,2026-03-17
L00416,C00015,add_to_wishlist,122,2025-11-23
L00967,C00080,complete,229,2026-05-19
L00392,C00244,add_to_wishlist,212,2026-06-24
L00008,C00295,complete,138,2025-11-18
L00085,C00305,skip,23,2025-12-04
L00992,C00343,complete,34,2026-07-01
L00950,C00078,enroll,233,2026-03-07
L00005,C00163,like,167,2026-02-25
L00182,C00304,add_to_wishlist,92,2026-08-27
L00543,C00259,like,65,2026-04-18
L00860,C00485,like,144,2025-11-12
L00569,C00087,add_to_wishlist,56,2025-12-25
L00013,C00445,add_to_wishlist,117,2026-08-17
L00351,C00288,skip,38,2026-07-06
L00109,C00445,like,211,2026-08-30
L00769,C00429,complete,85,2025-10-08
L00335,C00431,enroll,139,2025-10-09
L00220,C00019,like,38,2026-03-17
L00318,C00144,add_to_wishlist,14,2025-09-30
L00776,C00256,enroll,199,2025-12-28
L00613,C00402,enroll,230,2025-10-15
L00728,C00022,complete,82,2026-01-23
L00627,C00234,add_to_wishlist,193,2026-05-04
L00053,C00157,add_to_wishlist,194,2026-02-01
L00294,C00328,enroll,7,2026-07-20
L00770,C00078,complete,111,2026-06-11
L00666,C00466,enroll,19,2026-01-15
L00346,C00238,like,22,2026-07-07
L00365,C00303,enroll,140,2026-02-20
L00354,C00232,like,25,2026-07-27
L00104,C00267,like,3,2026-05-05
L00652,C00049,skip,55,2026-02-12
L00757,C00155,add_to_wishlist,207,2026-07-06
L00744,C00298,enroll,41,2025-12-24
L00683,C00013,skip,152,2026-07-02
L00446,C00493,complete,88,2025-11-02
L00376,C00043,like,192,2026-07-11
L00833,C00183,like,136,2026-04-14
L00015,C00031,complete,150,2026-03-03
L00755,C00094,like,19,2026-07-18
L00722,C00312,skip,141,2026-01-13
L00109,C00487,complete,41,2026-06-16
L00904,C00278,skip,123,2026-08-19
L00172,C00158,enroll,164,2026-04-18
L00210,C00182,skip,86,2025-10-14
L00782,C00088,skip,84,2026-04-14
L00625,C00166,complete,191,2026-05-08
L00921,C00446,enroll,92,2025-11-11
L00190,C00387,skip,134,2026-08-12
L00576,C00084,enroll,80,2025-11-30
L00846,C00438,complete,207,2026-07-20
L00946,C00022,skip,204,2025-11-21
L00345,C00413,add_to_wishlist,137,2026-06-30
L00488,C00390,like,112,2026-07-03
L00054,C00063,like,189,2026-08-26
L00193,C00242,enroll,3,2026-02-04
L00767,C00280,add_to_wishlist,50,2026-05-27
L00292,C00015,enroll,123,2026-08-24
L00151,C00449,like,25,2026-01-11
L00577,C00279,skip,69,2025-11-12
L00742,C00066,add_to_wishlist,87,2026-04-18
L00324,C00224,complete,88,2025-11-25
L00027,C00399,skip,188,2025-10-25
L00583,C00343,complete,0,2026-05-07
L00854,C00321,like,220,2025-11-20
L00125,C00053,complete,163,2025-10-06
L00707,C00350,skip,219,2025-12-23
L00159,C00333,add_to_wishlist,222,2026-02-24
L00736,C00194,like,219,2025-10-05
L00186,C00040,like,133,2026-05-03
L00615,C00490,skip,77,2025-12-21
L00138,C00498,add_to_wishlist,137,2026-04-13
L00335,C00025,like,168,2026-06-10
L00976,C00268,add_to_wishlist,170,2026-08-09
L00657,C00004,complete,136,2026-02-05
L00039,C00471,complete,164,2026-04-29
L00773,C00438,complete,161,2026-02-09
L00442,C00177,complete,19,2026-03-26
L00772,C00366,like,211,2025-12-24
L00280,C00319,add_to_wishlist,99,2025-12-13
L00059,C00102,complete,11,2025-09-08
L00806,C00096,like,28,2026-02-13
L00685,C00139,enroll,141,2026-07-10
L00421,C00254,like,53,2026-05-17
L00005,C00203,complete,137,2026-06-06
L00101,C00325,complete,186,2026-08-16
L00358,C00029,skip,184,2025-09-14
L00772,C00082,add_to_wishlist,239,2025-11-01
L00990,C00225,add_to_wishlist,114,2026-06-19
L00063,C00419,enroll,65,2026-07-08
L00289,C00425,add_to_wishlist,177,2026-01-05
L00612,C00009,add_to_wishlist,226,2026-02-27
L00323,C00023,skip,111,2026-08-07
L00642,C00229,like,1,2026-07-24
L00623,C00066,like,184,2026-08-09
L00035,C00494,like,173,2026-05-04
L00456,C00440,add_to_wishlist,238,2026-07-24
L00285,C00153,add_to_wishlist,203,2026-04-16
L00881,C00112,complete,45,2026-04-05
L00275,C00408,add_to_wishlist,112,2026-03-09
L00474,C00097,enroll,0,2025-09-19
L00300,C00064,like,100,2026-01-16
L00492,C00050,enroll,125,2026-06-08
L00774,C00106,enroll,178,2025-10-02
L00192,C00416,add_to_wishlist,187,2025-12-24
L00403,C00081,like,121,2026-07-26
L00062,C00112,skip,3,2026-08-20
L00596,C00256,skip,7,2026-01-13
L00069,C00205,add_to_wishlist,54,2025-12-13
L00467,C00115,complete,8,2025-09-11
L00233,C00278,like,80,2026-07-18
L00916,C00451,enroll,88,2026-03-01
L00211,C00203,enroll,202,2026-07-18
L00664,C00353,complete,152,2026-08-15
L00090,C00104,enroll,82,2025-09-29
L00311,C00335,like,14,2025-11-13
L00019,C00211,add_to_wishlist,181,2026-01-12
L00215,C00122,add_to_wishlist,74,2026-04-04
L00843,C00218,add_to_wishlist,10,2026-07-04
L00281,C00284,skip,228,2025-10-25
L00575,C00006,skip,19,2025-11-29
L00583,C00315,skip,58,2025-12-20
L00146,C00470,add_to_wishlist,188,2026-03-14
L00832,C00182,add_to_wishlist,177,2026-03-24
L00701,C00050,add_to_wishlist,103,2025-12-04
L00446,C00355,skip,193,2026-05-31
L00943,C00222,complete,89,2026-08-24
L00524,C00280,add_to_wishlist,85,2026-08-29
L00123,C00273,like,193,2026-04-23
L00139,C00133,like,95,2025-11-18
L00207,C00089,add_to_wishlist,227,2025-12-04
L00722,C00366,skip,121,2026-08-22
L00403,C00041,complete,144,2026-07-12
L00566,C00215,like,176,2026-02-09
L00321,C00378,enroll,218,2026-01-31
L00992,C00232,add_to_wishlist,150,2025-12-18
L00431,C00092,skip,184,2026-03-29
L00273,C00060,skip,9,2026-07-11
L00746,C00286,complete,17,2025-10-25
L00038,C00394,like,44,2025-11-27
L00323,C00028,enroll,119,2026-08-16
L00025,C00391,skip,122,2026-03-02
L00579,C00205,complete,48,2026-07-01
L00015,C00314,add_to_wishlist,149,2026-06-04
L00332,C00111,like,235,2026-02-07
L00634,C00324,complete,37,2026-08-10
L00511,C00029,enroll,113,2026-02-05
L00474,C00312,enroll,57,2026-06-06
L00648,C00377,complete,38,2025-11-07
L00916,C00058,add_to_wishlist,11,2025-11-27
L00771,C00094,enroll,65,2026-05-24
L00391,C00476,complete,239,2026-01-05
L00330,C00486,add_to_wishlist,206,2026-06-10
L00882,C00356,enroll,122,2025-09-18
L00536,C00448,like,143,2026-02-22
L00623,C00013,complete,48,2026-07-10
L00934,C00380,skip,120,2025-12-01
L00221,C00344,like,206,2026-04-08
L00492,C00243,enroll,69,2026-06-30
L00538,C00311,like,75,2026-07-16
L00373,C00238,like,85,2026-05-27
L00073,C00267,complete,71,2026-05-14
L00375,C00483,like,82,2026-05-13
L00854,C00257,enroll,137,2025-12-18
L00775,C00295,enroll,58,2026-07-06
L00179,C00303,skip,159,2026-06-02
L00848,C00100,enroll,95,2026-05-18
L00120,C00325,skip,224,2026-08-14
L00148,C00447,skip,219,2026-02-18
L00111,C00232,skip,161,2025-11-17
L00013,C00381,complete,55,2026-03-06
L00696,C00485,complete,107,2026-06-07
L00594,C00053,add_to_wishlist,166,2025-12-31
L00501,C00274,complete,71,2026-08-20
L00394,C00063,enroll,59,2026-02-07
L00478,C00111,skip,127,2026-05-24
L00013,C00337,complete,96,2026-07-22
L00824,C00077,complete,229,2026-06-15
L00050,C00192,like,28,2026-04-02
L00348,C00308,skip,114,2026-03-15
L00994,C00216,enroll,103,2026-04-05
L00907,C00313,add_to_wishlist,204,2025-10-28
L00428,C00328,skip,101,2026-03-23
L00201,C00204,enroll,150,2025-10-30
L00220,C00062,add_to_wishlist,125,2026-05-04
L00787,C00088,enroll,81,2025-11-06
L00284,C00438,skip,48,2026-08-24
L00290,C00408,like,50,2025-11-27
L00181,C00233,skip,55,2026-06-13
L00165,C00384,skip,154,2026-06-03
L00946,C00482,like,232,2025-11-24
L00453,C00125,add_to_wishlist,41,2025-11-24
L00061,C00190,enroll,170,2026-03-26
L00526,C00281,skip,204,2026-03-19
L00435,C00078,skip,123,2026-01-13
L00377,C00426,like,84,2025-12-01
L00052,C00103,like,159,2026-02-05
L00549,C00268,skip,38,2026-01-26
L00202,C00391,skip,29,2025-09-05
L00625,C00388,like,36,2026-04-30
L00872,C00465,enroll,9,2026-07-26
L00883,C00272,like,216,2026-05-15
L00967,C00217,add_to_wishlist,28,2026-02-24
L00182,C00046,add_to_wishlist,54,2025-12-16
L00169,C00290,complete,217,2026-05-10
L00830,C00275,skip,214,2025-12-18
L00634,C00318,like,217,2026-05-03
L00188,C00028,add_to_wishlist,228,2025-12-15
L00348,C00229,skip,234,2025-09-25
L00586,C00241,enroll,137,2026-07-07
L00174,C00247,skip,41,2025-12-02
L00889,C00495,add_to_wishlist,42,2025-11-13
L00156,C00156,like,70,2025-11-18
L00375,C00307,complete,162,2026-06-16
L00349,C00416,like,26,2026-07-14
L00811,C00023,complete,113,2025-12-03
L00369,C00121,enroll,55,2025-11-08
L00354,C00079,enroll,184,2025-10-08
L00321,C00475,like,166,2025-10-29
L00337,C00340,like,9,2025-10-12
L00140,C00014,skip,6,2026-01-15
L00662,C00160,skip,178,2026-07-06
L00863,C00012,like,85,2026-04-05
L00190,C00456,like,126,2025-10-12
L00180,C00006,like,41,2026-04-24
L00362,C00186,add_to_wishlist,70,2026-03-30
L00801,C00208,add_to_wishlist,12,2026-06-30
L00338,C00011,add_to_wishlist,99,2026-01-14
L00280,C00208,add_to_wishlist,135,2026-05-28
L00671,C00340,add_to_wishlist,165,2026-05-25
L00056,C00255,enroll,197,2025-11-02
L00395,C00009,skip,18,2026-05-06
L00404,C00489,add_to_wishlist,114,2025-12-19
L00607,C00048,add_to_wishlist,135,2025-12-16
L00521,C00173,complete,158,2025-12-10
L00884,C00276,add_to_wishlist,150,2025-12-30
L00578,C00160,enroll,21,2026-03-11
L00416,C00500,like,119,2026-03-27
L00053,C00127,enroll,87,2025-09-10
L00071,C00173,enroll,105,2026-07-17
L00179,C00069,add_to_wishlist,117,2026-02-14
L00104,C00123,complete,146,2026-07-26
L00592,C00211,complete,133,2026-04-08
L00077,C00296,skip,35,2025-10-06
L00817,C00420,add_to_wishlist,70,2025-09-14
L00359,C00130,enroll,222,2026-08-10
L00758,C00314,enroll,207,2026-03-29
L00710,C00380,complete,41,2025-10-25
L00900,C00198,complete,89,2026-03-23
L00225,C00250,skip,201,2026-04-05
L00514,C00078,complete,190,2026-08-06
L00180,C00044,add_to_wishlist,17,2026-06-28
L00014,C00439,like,35,2025-12-19
L00187,C00031,enroll,83,2025-10-06
L00463,C00082,enroll,232,2026-01-07
L00987,C00233,add_to_wishlist,167,2026-03-20
L00571,C00192,add_to_wishlist,39,2026-01-13
L00709,C00044,complete,175,2026-01-10
L00657,C00109,complete,208,2026-08-30
L00126,C00139,enroll,40,2026-08-15
L00806,C00104,complete,57,2026-05-31
L00386,C00424,enroll,214,2026-02-23
L00514,C00387,add_to_wishlist,101,2025-09-26
L00019,C00067,complete,133,2026-05-17
L00824,C00386,complete,211,2025-09-27
L00832,C00297,complete,91,2025-11-27
L00037,C00297,complete,91,2026-06-28
L00594,C00483,skip,38,2026-06-16
L00525,C00466,complete,84,2026-02-08
L00583,C00316,add_to_wishlist,8,2026-01-14
L00193,C00421,enroll,101,2026-07-26
L00191,C00026,complete,191,2026-08-25
L00405,C00072,skip,100,2026-02-16
L00579,C00240,enroll,159,2026-01-07
L00789,C00407,like,42,2025-12-04
L00123,C00415,add_to_wishlist,52,2026-07-09
L00778,C00448,add_to_wishlist,14,2026-08-11
L00116,C00118,complete,81,2026-02-17
L00490,C00067,skip,196,2026-02-11
L00009,C00300,enroll,156,2025-09-28
L00895,C00498,complete,49,2025-10-01
L00626,C00060,enroll,219,2025-09-23
L00349,C00415,enroll,145,2025-12-19
L00385,C00132,enroll,163,2026-06-30
L00576,C00010,skip,47,2025-10-22
L00695,C00067,enroll,22,2025-11-21
L00335,C00452,complete,127,2025-12-06
L00169,C00106,like,214,2026-03-30
L00046,C00159,complete,56,2026-06-02
L00637,C00432,complete,91,2026-04-06
L00640,C00219,skip,80,2026-08-31
L00337,C00297,add_to_wishlist,8,2026-01-31
L00824,C00062,add_to_wishlist,233,2026-04-02
L00653,C00468,like,195,2025-09-09
L00296,C00096,add_to_wishlist,197,2026-07-17
L00970,C00080,like,51,2026-06-06
L00100,C00417,add_to_wishlist,70,2026-03-31
L00969,C00108,add_to_wishlist,65,2026-03-04
L00942,C00099,enroll,220,2026-04-03
L00397,C00141,skip,22,2025-12-01
L00621,C00355,like,209,2025-11-16
L00652,C00023,enroll,65,2026-05-23
L00278,C00456,complete,144,2026-05-12
L00716,C00466,add_to_wishlist,12,2026-07-22
L00015,C00092,complete,108,2026-08-01
L00784,C00230,add_to_wishlist,190,2026-08-05
L00907,C00349,add_to_wishlist,146,2025-12-06
L00865,C00470,enroll,123,2026-04-04
L00955,C00017,skip,231,2026-08-07
L00191,C00164,like,34,2026-06-12
L00082,C00083,like,238,2025-10-29
L00832,C00149,enroll,87,2026-04-16
L00226,C00235,add_to_wishlist,226,2026-07-13
L00387,C00280,add_to_wishlist,46,2025-10-16
L00831,C00440,like,17,2026-04-17
L00737,C00372,complete,239,2026-03-25
L00663,C00078,complete,102,2025-12-08
L00426,C00254,complete,140,2026-08-23
L00897,C00085,skip,46,2025-11-16
L00014,C00316,skip,123,2026-07-13
L00481,C00209,like,193,2026-02-07
L00104,C00368,enroll,68,2026-06-23
L00715,C00471,add_to_wishlist,102,2026-08-02
L00409,C00112,enroll,64,2025-10-24
L00116,C00287,add_to_wishlist,217,2025-12-16
L00857,C00350,skip,102,2026-05-08
L00685,C00133,complete,213,2026-06-03
L00935,C00007,complete,184,2026-06-15
L00099,C00212,complete,121,2025-10-09
L00149,C00011,add_to_wishlist,5,2025-12-04
L00705,C00428,complete,15,2026-06-19
L00464,C00476,skip,93,2026-04-20
L00355,C00389,like,119,2026-01-13
L00789,C00328,like,238,2025-09-18
L00819,C00353,add_to_wishlist,172,2026-09-02
L00326,C00498,enroll,215,2026-07-05
L00335,C00190,like,64,2026-05-20
L00469,C00242,like,221,2026-08-24
L00091,C00325,like,86,2026-08-19
L00252,C00437,enroll,53,2025-11-05
L00227,C00324,add_to_wishlist,100,2025-11-11
L00735,C00208,complete,102,2026-07-26
L00324,C00390,complete,212,2026-05-20
L00877,C00207,enroll,116,2026-08-17
L00079,C00259,add_to_wishlist,239,2026-09-01
L00958,C00020,skip,175,2025-10-12
L00602,C00250,enroll,103,2026-03-03
L00421,C00053,complete,37,2026-02-23
L00363,C00075,complete,67,2025-11-01
L00145,C00030,add_to_wishlist,9,2026-07-08
L00034,C00477,skip,143,2026-07-18
L00587,C00489,skip,49,2026-02-05
L00233,C00224,enroll,111,2026-05-26
L00769,C00434,complete,90,2025-10-29
L00291,C00373,enroll,40,2026-06-13
L00269,C00074,like,48,2025-10-07
L00998,C00346,enroll,1,2026-07-30
L00451,C00074,like,5,2026-03-03
L00391,C00009,add_to_wishlist,224,2026-08-12
L00369,C00342,complete,29,2026-01-23
L00573,C00425,enroll,20,2025-11-18
L00875,C00430,enroll,31,2025-10-30
L00202,C00462,enroll,24,2026-04-14
L00677,C00365,add_to_wishlist,202,2026-07-16
L00429,C00168,enroll,195,2026-04-08
